right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,key_resp.rt,key_resp.duration,ITI.started,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,621.2091,621.6924,,,621.9285,622.5854,right,,,,,,,,0.55,,,,,,621.6926,621.9284,0.6371,,622.5857,623.6757,0,201,201,144,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,623.6775,624.1705,,,624.4237,625.0132,right,,,,,,,,0.9,,,,,,624.1707,624.4232,0.5669,,625.0134,626.1169,0,202,202,186,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,626.1193,626.6231,,,626.8547,627.5543,right,,,,,,,,0.6,,,,,,626.6232,626.8545,0.6777,,627.5545,628.647,0,203,203,163,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,628.6488,629.1525,,,629.4066,630.1298,left,,,,,,,,0.4,,,,,,629.1527,629.4064,0.7012,,630.1302,631.2169,0,204,204,42,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,631.2201,631.7199,,,631.978,633.1463,right,,,,,,,,0.9,,,,,,631.7202,631.9776,1.1482,,633.1465,634.2241,0,205,205,199,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,634.2268,634.7369,,,634.9933,635.7966,right,,,,,,,,0.45,,,,,,634.7371,634.9932,0.7822,,635.7971,636.9062,0,206,206,66,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,636.9083,637.3965,,,637.6408,638.234,right,,,,,,,,0.6,,,,,,637.3965,637.6407,0.5729,,638.2341,639.3289,0,207,207,158,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,639.3305,639.8293,,,640.0639,640.812,left,,,,,,,,0.45,,,,,,639.8294,640.0638,0.7304,,640.8123,641.9128,0,208,208,85,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,641.9162,642.4032,,,642.6423,643.2069,right,,,,,,,,0.9,,,,,,642.4034,642.6419,0.544,,643.2072,644.3036,0,209,209,197,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.3144,704.309,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,704.4628,704.816,,,705.0768,706.225,right,,,,,,,,0.9,,,,,,704.8165,705.0765,1.1291,,706.2253,707.3112,,,,,,,,0,0,0,206,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,707.3145,707.8192,,,708.054,708.5946,right,,,,,,,,0.9,,,,,,707.8194,708.0536,0.5132,,708.5949,709.6818,,,,,,,,0,1,1,197,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,709.6837,710.1735,,,710.4333,710.8313,right,,,,,,,,0.9,,,,,,710.1737,710.4331,0.3738,,710.8315,711.928,,,,,,,,0,2,2,199,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,711.9317,712.4401,,,712.6939,713.4384,right,,,,,,,,0.6,,,,,,712.4409,712.6936,0.7208,,713.4386,714.5415,,,,,,,,0,3,3,169,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,714.544,715.0315,,,715.2756,716.0431,right,,,,,,,,0.6,,,,,,715.0317,715.2754,0.7431,,716.0434,717.1489,,,,,,,,0,4,4,179,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,717.1511,717.641,,,717.8757,718.7155,left,,,,,,,,0.6,,,,,,717.6417,717.8754,0.811,,718.7159,719.798,,,,,,,,0,5,5,166,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,719.8028,720.3004,,,720.5384,721.2165,left,,,,,,,,0.45,,,,,,720.3032,720.5381,0.6547,,721.2168,722.3159,,,,,,,,0,6,6,79,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,722.3181,722.8054,,,723.0504,723.6627,right,,,,,,,,0.4,,,,,,722.8057,723.05,0.5968,,723.663,724.7474,,,,,,,,0,7,7,53,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,724.7512,725.2534,,,725.4995,726.3761,left,,,,,,,,0.1,,,,,,725.2535,725.4974,0.8555,,726.3764,727.4715,,,,,,,,0,8,8,12,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,727.4753,727.9811,,,728.2255,728.9591,left,,,,,,,,0.4,,,,,,727.9812,728.2253,0.711,,728.9593,730.0552,,,,,,,,0,9,9,54,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,730.0591,730.5369,,,730.7728,731.5219,left,,,,,,,,0.45,,,,,,730.5371,730.7725,0.728,,731.5223,732.6246,,,,,,,,0,10,10,76,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,732.628,733.1268,,,733.3513,734.1931,left,,,,,,,,0.5,,,,,,733.127,733.3483,0.8216,,734.1933,735.2992,,,,,,,,0,11,11,112,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,735.3017,735.7803,,,736.034,736.4842,right,,,,,,,,0.9,,,,,,735.7804,736.0336,0.4281,,736.4844,737.5869,,,,,,,,0,12,12,187,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,737.5902,738.093,,,738.3522,738.9309,right,,,,,,,,0.5,,,,,,738.0932,738.352,0.557,,738.9313,740.0251,,,,,,,,0,13,13,94,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,740.0279,740.525,,,740.7573,741.4426,left,,,,,,,,0.45,,,,,,740.5251,740.7571,0.6637,,741.443,742.5257,,,,,,,,0,14,14,71,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,742.5288,743.0334,,,743.2814,743.9752,left,,,,,,,,0.45,,,,,,743.0336,743.2811,0.671,,743.9754,745.0533,,,,,,,,0,15,15,74,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,745.0568,745.5515,,,745.8108,746.6633,left,,,,,,,,0.5,,,,,,745.5518,745.8105,0.8293,,746.6639,747.7721,,,,,,,,0,16,16,90,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,747.7742,748.2755,,,748.5155,749.2282,left,,,,,,,,0.4,,,,,,748.2756,748.5153,0.6912,,749.2286,750.3272,,,,,,,,0,17,17,43,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,750.3293,750.8159,,,751.0495,751.814,left,,,,,,,,0.1,,,,,,750.8162,751.0493,0.7456,,751.8143,752.9051,,,,,,,,0,18,18,24,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,752.9075,753.4057,,,753.6677,754.2282,right,,,,,,,,0.55,,,,,,753.4058,753.6675,0.5391,,754.2286,755.3269,,,,,,,,0,19,19,131,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,755.3285,755.8301,,,756.0837,756.7922,left,,,,,,,,0.45,,,,,,755.8304,756.0835,0.6885,,756.7924,757.8811,,,,,,,,0,20,20,60,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,757.885,758.369,,,758.609,759.5845,left,,,,,,,,0.55,,,,,,758.3693,758.6088,0.9458,,759.5847,760.6755,,,,,,,,0,21,21,127,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,760.6775,761.1815,,,761.4291,762.1589,left,,,,,,,,0.1,,,,,,761.1818,761.4288,0.708,,762.1592,763.2628,,,,,,,,0,22,22,14,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,763.2645,763.7682,,,764.0295,765.5233,,,,,,,,,0.5,,,,,,763.7684,764.0293,,,765.5235,766.6133,,,,,,,,0,23,23,119,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,766.6173,767.1213,,,767.3646,768.2164,left,,,,,,,,0.4,,,,,,767.1215,767.3643,0.8291,,768.217,769.3069,,,,,,,,0,24,24,55,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,769.3095,769.8044,,,770.0488,771.0504,left,,,,,,,,0.5,,,,,,769.8051,770.0487,0.9802,,771.0508,772.1315,,,,,,,,0,25,25,91,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,772.1347,772.6279,,,772.8739,773.6417,left,,,,,,,,0.5,,,,,,772.628,772.8737,0.7448,,773.642,774.7314,,,,,,,,0,26,26,93,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,774.7337,775.2406,,,775.4721,776.2325,right,,,,,,,,0.9,,,,,,775.241,775.4718,0.7391,,776.2331,777.3293,,,,,,,,0,27,27,182,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,777.3313,777.8356,,,778.0759,778.7828,left,,,,,,,,0.45,,,,,,777.8358,778.0757,0.6801,,778.7831,779.8697,,,,,,,,0,28,28,63,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,779.8724,780.3708,,,780.6284,781.8032,right,,,,,,,,0.55,,,,,,780.3718,780.6282,1.154,,781.8034,782.8993,,,,,,,,0,29,29,134,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,782.9026,783.3976,,,783.6598,784.4771,left,,,,,,,,0.6,,,,,,783.3978,783.6596,0.7945,,784.4774,785.5802,,,,,,,,0,30,30,159,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,785.5828,786.0774,,,786.3226,787.3091,left,,,,,,,,0.4,,,,,,786.0776,786.3222,0.965,,787.3094,788.4079,,,,,,,,0,31,31,35,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,788.4105,788.9015,,,789.148,789.9317,right,,,,,,,,0.6,,,,,,788.9022,789.1474,0.7598,,789.932,791.0265,,,,,,,,0,32,32,154,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,791.0289,791.511,,,791.7794,792.3169,right,,,,,,,,0.6,,,,,,791.5112,791.7792,0.5151,,792.3171,793.4044,,,,,,,,0,33,33,162,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,793.4069,793.9017,,,794.1534,795.239,right,,,,,,,,0.5,,,,,,793.9019,794.1532,1.0668,,795.2397,796.3372,,,,,,,,0,34,34,117,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,796.3399,796.8396,,,797.075,797.8767,right,,,,,,,,0.6,,,,,,796.8398,797.0748,0.7783,,797.8769,798.9677,,,,,,,,0,35,35,168,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,798.9706,799.4598,,,799.6954,800.2696,right,,,,,,,,0.9,,,,,,799.4604,799.6952,0.5492,,800.2701,801.3692,,,,,,,,0,36,36,189,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,801.3713,801.8776,,,802.1338,802.8125,right,,,,,,,,0.6,,,,,,801.8781,802.1332,0.6523,,802.8127,803.9213,,,,,,,,0,37,37,175,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,803.9243,804.407,,,804.6588,805.2944,right,,,,,,,,0.9,,,,,,804.4071,804.6586,0.6163,,805.2946,806.3867,,,,,,,,0,38,38,188,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,806.3891,806.8868,,,807.1237,807.8705,left,,,,,,,,0.5,,,,,,806.8871,807.1234,0.726,,807.871,808.9552,,,,,,,,0,39,39,115,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,808.9574,809.4413,,,809.6825,810.421,left,,,,,,,,0.5,,,,,,809.4415,809.6822,0.7144,,810.4213,811.5014,,,,,,,,0,40,40,107,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,811.5037,812.009,,,812.2397,813.0103,left,,,,,,,,0.5,,,,,,812.0093,812.2395,0.7499,,813.0105,814.1037,,,,,,,,0,41,41,111,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,814.1072,814.6137,,,814.866,815.5814,left,,,,,,,,0.5,,,,,,814.6141,814.8657,0.6957,,815.5816,816.6614,,,,,,,,0,42,42,92,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,816.664,817.1739,,,817.4154,818.0911,left,,,,,,,,0.4,,,,,,817.1742,817.4147,0.6536,,818.0913,819.1856,,,,,,,,0,43,43,52,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,819.1895,819.6832,,,819.945,820.9526,right,,,,,,,,0.9,,,,,,819.6833,819.9448,0.9852,,820.9529,822.0559,,,,,,,,0,44,44,203,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,822.0592,822.5564,,,822.8071,823.4944,left,,,,,,,,0.1,,,,,,822.5565,822.8068,0.6649,,823.4949,824.5732,,,,,,,,0,45,45,18,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,824.5769,825.0805,,,825.3383,826.1266,left,,,,,,,,0.4,,,,,,825.0812,825.3381,0.7654,,826.1268,827.2187,,,,,,,,0,46,46,56,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,827.221,827.7146,,,827.9727,828.5744,right,,,,,,,,0.6,,,,,,827.7147,827.9724,0.5836,,828.5747,829.6791,,,,,,,,0,47,47,165,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,829.6832,830.1748,,,830.4357,831.0827,left,,,,,,,,0.45,,,,,,830.175,830.4353,0.6239,,831.083,832.168,,,,,,,,0,48,48,78,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,832.1711,832.6744,,,832.9137,833.4755,right,,,,,,,,0.9,,,,,,832.6746,832.9135,0.5379,,833.4757,834.5676,,,,,,,,0,49,49,191,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,834.5701,835.061,,,835.3278,836.0042,left,,,,,,,,0.5,,,,,,835.0613,835.3276,0.6502,,836.0043,837.1045,,,,,,,,0,50,50,108,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,837.1064,837.6072,,,837.8592,838.6042,right,,,,,,,,0.6,,,,,,837.6075,837.859,0.717,,838.6044,839.6946,,,,,,,,0,51,51,157,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,839.6976,840.1929,,,840.4304,841.1948,left,,,,,,,,0.45,,,,,,840.1931,840.4303,0.7474,,841.1951,842.2866,,,,,,,,0,52,52,73,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,842.2895,842.7788,,,843.0241,843.6766,right,,,,,,,,0.55,,,,,,842.7789,843.024,0.628,,843.6768,844.7785,,,,,,,,0,53,53,121,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,844.7807,845.27,,,845.5067,846.4731,right,,,,,,,,0.4,,,,,,845.2703,845.5063,0.94,,846.4733,847.568,,,,,,,,0,54,54,34,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,847.5706,848.0837,,,848.344,849.1238,left,,,,,,,,0.45,,,,,,848.0838,848.3438,0.7569,,849.124,850.2112,,,,,,,,0,55,55,80,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,850.2131,850.7051,,,850.9676,851.5497,right,,,,,,,,0.9,,,,,,850.7054,850.9673,0.5599,,851.55,852.6307,,,,,,,,0,56,56,181,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,852.6329,853.1266,,,853.3693,853.9162,right,,,,,,,,0.5,,,,,,853.1268,853.3688,0.5215,,853.9165,855.0051,,,,,,,,0,57,57,118,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,855.009,855.5003,,,855.7478,856.1891,right,,,,,,,,0.9,,,,,,855.5005,855.7476,0.418,,856.1893,857.2722,,,,,,,,0,58,58,198,1
